,objectid,sheet_code,cd_no,sheet_name,sheet_namt,edition,year,map250k,hotmap50k,hotmap250k,sheet_id,sheet_no,shape_length,shape_area,extent,geometry,zone,url
749,750,4725-IV,16,Changwat Phangnga,จังหวัดพังงา,1-RTSD,2516,NC47-14,4725iv.img,NC47-14.img,753,47254,110316.190548862,760600466.000214,"98.49702450343132,8.252055817804235,98.74699561289788,8.502039517695701",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A47254&bbox=98.49702450343132,8.252055817804235,98.74699561289788,8.502039517695701"
750,751,4725-I,16,Ban Mak,บ้านหมาก,2-RTSD,2516,NC47-14,4725i.img,NC47-14.img,754,47251,110314.121364698,760571933.393247,"98.74699369532698,8.25205768222616,98.99696488096122,8.502041457770286",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A47251&bbox=98.74699369532698,8.25205768222616,98.99696488096122,8.502041457770286"
751,752,4825-IV,16,Amphoe Khao Phanom,อําเภอเขาพนม,2-RTSD,2516,NC47-15,4825iv.img,NC47-15.img,755,48254,110314.121364569,760571933.392346,"98.9969629430933,8.25205956586298,99.24693420626,8.502043418064055",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A48254&bbox=98.9969629430933,8.25205956586298,99.24693420626,8.502043418064055"
752,753,4825-I,16,Amphoe Thung Yai,อําเภอทุ่งใหญ่,2-RTSD,2516,NC47-15,4825i.img,NC47-15.img,756,48251,110316.190248609,760600461.850729,"99.24693224994775,8.252061468769119,99.49690359065568,8.502045397344402",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A48251&bbox=99.24693224994775,8.252061468769119,99.49690359065568,8.502045397344402"
753,754,4925-IV,17,Amphoe Chawang,อําเภอจวาง,2-RTSD,2516,NC47-15,4925iv.img,NC47-15.img,757,49254,110320.328228734,760657523.297974,"99.49690161456387,8.25206339082064,99.74687303378326,8.50204739650622",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A49254&bbox=99.49690161456387,8.25206339082064,99.74687303378326,8.50204739650622"
754,755,4925-I,17,Changwat Nakhon Si Thammarat,จังหวัดนครศรีธรรมราช,2-RTSD,2516,NC47-15,4925i.img,NC47-15.img,758,49251,110326.535928552,760743129.544344,"99.74687103793512,8.25206533171556,99.99684253627571,8.502049415851346",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A49251&bbox=99.74687103793512,8.25206533171556,99.99684253627571,8.502049415851346"
755,756,5025-IV,17,Amphoe Pak Phanang,อําเภอปากพนัง,2-RTSD,2517,NC47-15,5025iv.img,NC47-15.img,759,50254,110334.813783011,760857291.405688,"99.99684052115157,8.252067291872233,100.24681209935127,8.502051454179721",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A50254&bbox=99.99684052115157,8.252067291872233,100.24681209935127,8.502051454179721"
756,757,4625-II,16,Amphoe Thalang,อําเภอถลาง,1-RTSD,2519,NC47-14,4625ii.img,NC47-14.img,760,46252,110354.280770617,761126750.149613,"98.2470572477917,8.002072181959685,98.49702824091084,8.252055817804235",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A46252&bbox=98.2470572477917,8.002072181959685,98.49702824091084,8.252055817804235"
757,758,4725-III,16,King Amphoe Ko Yao,กิ่งอําเภอเกาะยาว,1-RTSD,2516,NC47-14,4725iii.img,NC47-14.img,761,47253,110350.136071853,761069578.392852,"98.4970264020234,8.002073972102114,98.74699747137107,8.25205768222616",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A47253&bbox=98.4970264020234,8.002073972102114,98.74699747137107,8.25205768222616"
758,759,4725-II,16,Changwat Krabi,จังหวัดกระบี่,1-RTSD,2516,NC47-14,4725ii.img,NC47-14.img,762,47252,110348.06357781,761040991.321246,"98.74699561289788,8.002075780252017,98.99696675810206,8.25205956586298",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A47252&bbox=98.74699561289788,8.002075780252017,98.99696675810206,8.25205956586298"
759,760,4825-III,16,Ban Nua Khlong,บ้านเหนือคลอง,2-RTSD,2516,NC47-15,4825iii.img,NC47-15.img,763,48253,110348.063477748,761040989.938165,"98.99696488096122,8.002077607834972,99.24693610294145,8.252061468769119",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A48253&bbox=98.99696488096122,8.002077607834972,99.24693610294145,8.252061468769119"
760,761,4825-II,16,Ban Thang Luang,บ้านทางหลวง,3-RTSD,2516,NC47-15,4825ii.img,NC47-15.img,764,48252,110350.135871668,761069575.626638,"99.24693420626,8.002079452892586,99.49690550681845,8.25206339082064",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A48252&bbox=99.24693420626,8.002079452892586,99.49690550681845,8.25206339082064"
761,762,4925-III,17,Amphoe Thung Song,อําเภอทุ่งสง,2-RTSD,2516,NC47-15,4925iii.img,NC47-15.img,765,49253,110354.280370309,761126744.617819,"99.49690359065568,8.002081317315852,99.74687496843275,8.25206533171556",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A49253&bbox=99.49690359065568,8.002081317315852,99.74687496843275,8.25206533171556"
762,763,4925-II,17,Amphoe Ron Phibun,อําเภอร่อนพิบูลย์,2-RTSD,2516,NC47-15,4925ii.img,NC47-15.img,766,49252,110360.497896501,761212512.873698,"99.74687303378326,8.002083199612334,99.9968444901997,8.252067291872233",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A49252&bbox=99.74687303378326,8.002083199612334,99.9968444901997,8.252067291872233"
763,764,5025-III,17,Amphoe Chian Yai,อําเภอเชียรใหญ่,1-RTSD,2516,NC47-15,5025iii.img,NC47-15.img,767,50253,110368.788782439,761326889.804766,"99.99684253627571,8.002085101225298,100.24681407147555,8.252069270610205",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A50253&bbox=99.99684253627571,8.002085101225298,100.24681407147555,8.252069270610205"
764,765,5025-II,17,Amphoe Hua Sai,อําเภอหัวไทร,2-RTSD,2511,NC47-15,5025ii.img,NC47-15.img,768,50252,110379.153874153,761469893.52862,"100.24681209935127,8.002087020203476,100.49678371360532,8.252071268858202",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A50252&bbox=100.24681209935127,8.002087020203476,100.49678371360532,8.252071268858202"
765,766,4624-I,16,Changwat Phuket,จังหวัดภูเก็ต,1-RTSD,2519,NB47-2,4624i.img,NB47-2.img,769,46241,110387.210350576,761581828.544811,"98.2470590680184,7.752090326978703,98.49703002197784,8.002073972102114",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A46241&bbox=98.2470590680184,7.752090326978703,98.49703002197784,8.002073972102114"
766,767,4724-IV,16,Ko Yao Yai,เกาะยาวใหญ่,1-DMA,2511,NB47-2,4724iv.img,NB47-2.img,770,47244,110383.059483586,761524554.562442,"98.49702824091084,7.75209206114349,98.74699927087387,8.002075780252017",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A47244&bbox=98.49702824091084,7.75209206114349,98.74699927087387,8.002075780252017"
767,768,4724-I,16,Ban Khlang,บ้านกลาง,1TPC,2511,NB47-2,4724i.img,NB47-2.img,771,47241,110380.98380509,761495914.993165,"98.74699747137107,7.752093812962497,98.99696857651504,8.002077607834972",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A47241&bbox=98.74699747137107,7.752093812962497,98.99696857651504,8.002077607834972"
768,769,4824-IV,16,Amphoe Khlong Thom,อําเภอคลองท่อม,1-RTSD,2516,NB47-2,4824iv.img,NB47-2.img,772,48244,110380.983705033,761495913.610988,"98.99696675810206,7.7520955841464865,99.24693793932387,8.002079452892586",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A48244&bbox=98.99696675810206,7.7520955841464865,99.24693793932387,8.002079452892586"
769,770,4824-I,16,Khao Noi,เขาน้อย,1-RTSD,2516,NB47-2,4824i.img,NB47-2.img,773,48241,110383.059183287,761524550.413273,"99.24693610294145,7.752097371626587,99.49690736062857,8.002081317315852",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A48241&bbox=99.24693610294145,7.752097371626587,99.49690736062857,8.002081317315852"
770,771,4924-IV,17,Amphoe Huai Yot,อําเภอห้วยยอด,2-RTSD,2516,NB47-3,4924iv.img,NB47-3.img,774,49244,110387.210050157,761581824.393016,"99.49690550681845,7.75209917840741,99.74687684134011,8.002083199612334",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A49244&bbox=99.49690550681845,7.75209917840741,99.74687684134011,8.002083199612334"
771,772,4924-I,17,Ban Kao Phra,บ้านเขาพระ,2-RTSD,2516,NB47-3,4924i.img,NB47-3.img,775,49241,110393.43722703,761667751.499059,"99.74687496843275,7.752101002710254,99.9968463815377,8.002085101225298",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A49241&bbox=99.74687496843275,7.752101002710254,99.9968463815377,8.002085101225298"
772,773,5024-IV,17,Amphoe Cha-uat,อําเภอชะอวด,1-RTSD,2516,NB47-3,5024iv.img,NB47-3.img,776,50244,110401.740744698,761782336.999781,"99.9968444901997,7.752102844302583,100.24681598096532,8.002087020203476",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A50244&bbox=99.9968444901997,7.752102844302583,100.24681598096532,8.002087020203476"
773,774,5024-I,17,Amphoe Ranot,อําเภอระโนด,1-RTSD,2516,NB47-3,5024i.img,NB47-3.img,777,50241,110412.121745671,761925603.138622,"100.24681407147555,7.752104704490852,100.49678564132792,8.002088958416104",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A50241&bbox=100.24681407147555,7.752104704490852,100.49678564132792,8.002088958416104"
774,775,4724-II,16,Ko Nai,เกาะใน,1-RTSD,2516,NB47-2,4724ii.img,NB47-2.img,778,47242,110412.881646635,761936699.894692,"98.74699927087387,7.50211178086655,98.99697033456353,7.7520955841464865",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A47242&bbox=98.74699927087387,7.50211178086655,98.99697033456353,7.7520955841464865"
775,776,4824-III,16,Amphoe Ko Lunta,อําเภอเกาะลันตา,1TPC,2511,NB47-2,4824iii.img,NB47-2.img,779,48243,110412.881546579,761936698.511746,"98.99696857651504,7.502113494577726,99.24693971555578,7.752097371626587",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A48243&bbox=98.99696857651504,7.502113494577726,99.24693971555578,7.752097371626587"
776,777,4824-II,16,Amphoe Si Kao,อําเภอสิเกา,1-RTSD,2511,NB47-2,4824ii.img,NB47-2.img,780,48242,110414.959984603,761965384.462292,"99.24693793932387,7.502115225482335,99.49690915492866,7.75209917840741",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A48242&bbox=99.24693793932387,7.502115225482335,99.49690915492866,7.75209917840741"
777,778,4924-III,17,Changwat Trang,จังหวัดตรัง,2-RTSD,2516,NB47-3,4924iii.img,NB47-3.img,781,49243,110419.117170183,762022762.254424,"99.49690736062857,7.502116974080113,99.74687865260212,7.752101002710254",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A49243&bbox=99.49690736062857,7.502116974080113,99.74687865260212,7.752101002710254"
778,779,4924-II,17,Ban Chong,บ้านซ่อง,2-RTSD,2516,NB47-3,4924ii.img,NB47-3.img,782,49242,110425.353422994,762108839.544893,"99.74687684134011,7.502118740124534,99.99684821037798,7.752102844302583",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A49242&bbox=99.74687684134011,7.502118740124534,99.99684821037798,7.752102844302583"
779,780,5024-III,17,Changwat Phatthalung,จังหวัดพัทลุง,1-RTSD,2511,NB47-3,5024iii.img,NB47-3.img,783,50243,110433.669273034,762223628.504518,"99.9968463815377,7.502120523518868,100.24681782789443,7.752104704490852",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A50243&bbox=99.9968463815377,7.502120523518868,100.24681782789443,7.752104704490852"
780,781,5024-II,17,Ban Sanam Chai,บ้านสนามชัย,2-RTSD,2511,NB47-3,5024ii.img,NB47-3.img,784,50242,110444.065859473,762367151.350576,"100.24681598096532,7.502122323410051,100.49678750583985,7.752106582484451",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A50242&bbox=100.24681598096532,7.502122323410051,100.49678750583985,7.752106582484451"
781,782,4823-IV,16,Ko Ngai,เกาะไหง,1TPC,2511,NB47-2,4823iv.img,NB47-2.img,785,48234,110443.756202422,762363334.583154,"98.99697033456353,7.252131340935828,99.24694143169489,7.502115225482335",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A48234&bbox=98.99697033456353,7.252131340935828,99.24694143169489,7.502115225482335"
782,783,4823-I,16,Ko Tha Li Bong,เกาะตะลิบง,1TPC,2511,NB47-2,4823i.img,NB47-2.img,786,48231,110445.837775484,762392071.854557,"99.24693971555578,7.252133015188347,99.49691088875696,7.502116974080113",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A48231&bbox=99.24693971555578,7.252133015188347,99.49691088875696,7.502116974080113"
783,784,4923-IV,16,Amphoe Kanthang,อําเภอกันตัง,2-RTSD,2511,NB47-3,4923iv.img,NB47-3.img,787,49234,110450.000930914,762449548.144548,"99.49690915492866,7.252134705443826,99.74688040386827,7.502118740124534",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A49234&bbox=99.49690915492866,7.252134705443826,99.74688040386827,7.502118740124534"
784,785,4923-I,16,Ban Prong Charakae,บ้านโพรงจรเข้,2-RTSD,2511,NB47-3,4923i.img,NB47-3.img,788,49231,110456.246287291,762535775.25297,"99.74687865260212,7.252136412086263,99.99684997826371,7.502120523518868",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A49231&bbox=99.74687865260212,7.252136412086263,99.99684997826371,7.502120523518868"
785,786,5023-IV,17,Amphoe Khao Chaison,อําเภอเขาชัยสน,2-RTSD,2511,NB47-3,5023iv.img,NB47-3.img,789,50234,110464.5741711,762650762.559793,"99.99684821037798,7.25213813697457,100.24681961281107,7.502122323410051",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A50234&bbox=99.99684821037798,7.25213813697457,100.24681961281107,7.502122323410051"
786,787,5023-I,17,Amphoe Sathing Phra,อําเภอสทิงพระ,2-RTSD,2514,NB47-3,5023i.img,NB47-3.img,790,50231,110474.985520979,762794529.530289,"100.24681782789443,7.252139877104762,100.49678930760966,7.5021241408865285",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A50231&bbox=100.24681782789443,7.252139877104762,100.49678930760966,7.5021241408865285"
787,788,4823-II,16,Ko Phaetra,เกาะเภตรา,1-RTSD,2511,NB47-2,4823ii.img,NB47-2.img,791,48232,110475.69225658,762804609.399177,"99.24694143169489,7.002150738969419,99.49691256188181,7.252134705443826",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A48232&bbox=99.24694143169489,7.002150738969419,99.49691256188181,7.252134705443826"
788,789,4923-III,16,Amphoe Palian,อําเภอปะเหลี่ยน,3-RTSD,2511,NB47-3,4923iii.img,NB47-3.img,792,49233,110479.860833001,762862176.116821,"99.49691088875696,7.002152372007716,99.74688209290568,7.252136412086263",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A49233&bbox=99.49691088875696,7.002152372007716,99.74688209290568,7.252136412086263"
789,790,4923-II,16,Amphoe Thung Wa,อําเภอทุ่งหว้า,3-RTSD,2512,NB47-3,4923ii.img,NB47-3.img,793,49232,110486.114919837,762948547.146361,"99.74688040386827,7.002154020849219,99.99685168458491,7.25213813697457",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A49232&bbox=99.74688040386827,7.002154020849219,99.99685168458491,7.25213813697457"
790,791,5023-III,17,Ban Na Si Thong,บ้านนาสีทอง,3-RTSD,2511,NB47-3,5023iii.img,NB47-3.img,794,50233,110494.454341757,763063724.955976,"99.99684997826371,7.00215568569268,100.2468213349285,7.252139877104762",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A50233&bbox=99.99684997826371,7.00215568569268,100.2468213349285,7.252139877104762"
791,792,5023-II,17,Amphoe Hat Yai,อําเภอหาดใหญ่,1-RTSD,2511,NB47-3,5023ii.img,NB47-3.img,795,50232,110504.880234237,763207731.753059,"100.24681961281107,7.002157366827351,100.49679104658482,7.252141634551146",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A50232&bbox=100.24681961281107,7.002157366827351,100.49679104658482,7.252141634551146"
792,793,5123-III,17,Changwat Songkhla,จังหวัดสงขลา,4-RTSD,2521,NB47-3,5123iii.img,NB47-3.img,796,51233,110517.393540606,763380588.72425,"100.49678930760966,7.002159063700948,100.74676081917971,7.252143409213751",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A51233&bbox=100.49678930760966,7.002159063700948,100.74676081917971,7.252143409213751"
793,794,4922-IV,16,Ban Pak Bara,บ้านปากบารา,2-RTSD,2530,NB47-7,4922iv.img,NB47-7.img,797,49224,110508.696778445,763260645.731528,"99.49691256188181,6.752169974386999,99.74688372264742,7.002154020849219",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A49224&bbox=99.49691256188181,6.752169974386999,99.74688372264742,7.002154020849219"
